X,Y,OBJECTID,TREEID,SITE_NAME,SPECIES,BOTANICAL,OWNER,TYPE,AGE,SPREAD,HEIGHT,TRUNK,LOCATION
-1.157982888326338,53.928826578439718,28410,3/1987-T4,"The Old Vicarage, Main Street, Askham Bryan,",Beech,Fagus Sylvatica,Private,Single tree,0,.00,.00,0,Beech
-1.158104724275259,53.928827432540174,28411,3/1987-T2,"The Old Vicarage, Main Street, Askham Bryan,",Beech,Fagus Sylvatica,Private,Single tree,0,.00,.00,0,Beech
-1.039844688538822,53.954745971650411,28412,CYC226-T2,"20 Carlton Avenue, York, 1,2 & 3 Wolviston
1, 2 &",Silver Birch,Betula Pendula,Private,Single tree,0,.00,.00,0,Birch
-1.102950232617468,53.97287935329453,28413,46/67-T5,"Shipton Road, Clifton",English Elm,Ulmus procera,Private,Single tree,0,.00,.00,0,Elm
-1.070641804941606,53.953829999254054,28414,U02044,"Paragon Street, York",London Plane,Platanus X Hispanica,Private,Single tree,0,7.00,12.00,0, 
-1.136327634636403,53.943009371632378,28415,U01571,"Foresters Walk, York",Sycamore,Acer Pseudoplatanus,Highways,Single tree,0,13.00,23.00,0,27
-1.13678169750402,53.943016500770554,28416,U01583,"Foresters Walk, York",Sycamore,Acer Pseudoplatanus,Highways,Single tree,0,4.00,10.00,0,23
-1.05069030606536,53.966314090646065,28417,16289,"Heworth Holme Open Space, Bad Bargain Lane",Ash,Fraxinus Excelsior,Leisure,Single tree,0,6.00,14.00,50,Adjacent to 35 Burnholme Dr
-1.136488572223392,53.942963335837021,28418,U01574,"Foxwood Lane, York",Sycamore,Acer Pseudoplatanus,Highways,Single tree,0,6.00,10.00,0,25
-1.12692447183787,53.943559037499085,28419,U01523,"Thornwood Covert, York",Silver Birch,Betula Pendula,Highways,Single tree,0,3.50,7.50,0,12
-1.10538363721325,53.921192047159721,28420,7/1991-T1,"9/10 Newlands Road, Bishopthorpe",False Acacia,Robinia Pseudoacacia,Private,Single tree,0,.00,.00,0,Robinia
-1.182253833341082,53.953399631236195,28421,24/1994-T5,Rufforth Airfield,Sycamore,Acer Pseudoplatanus,Private,Single tree,0,.00,.00,0,Sycamore
-1.035412572738008,54.036448435301544,28422,cyc53-T27,"22 Princess Road, Strensall, York,",Cherry,Cherry,Private,Single tree,0,.00,.00,0,Cherry
-1.155262636101352,53.984970133727188,28423,1/1970-T10,Nether & Upper Poppleton,Ash,Fraxinus Excelsior,Private,Single tree,0,.00,.00,0,Ash
-1.137748744082702,53.943062548833495,28424,U01607,"Foresters Walk, York",Ash,Fraxinus Excelsior,Highways,Single tree,0,2.00,4.00,0,11
-1.153517413425271,53.984635327478308,28425,1/1970-T1,Nether & Upper Poppleton,Ash,Fraxinus Excelsior,Private,Single tree,0,.00,.00,0,Ash
-0.971061166233139,53.97762938158624,28426,188/1992-T1,"Manor Farm, Holtby",Lime,Tilia X Europaea,Private,Single tree,0,.00,.00,0,Lime
-1.106014701121481,53.921592269698031,28427,7/1991-T4,"9/10 Newlands Road, Bishopthorpe",Sycamore,Acer Pseudoplatanus,Private,Single tree,0,.00,.00,0,Sycamore
-1.137635279779294,53.942978854754031,28428,U01604,"Foxwood Lane, York",Ash,Fraxinus Excelsior,Highways,Single tree,0,7.00,15.00,0,12
-1.06545779412428,53.996639455538435,28429,186A/1994-T30,"Playing Field, New Earswick",Beech,Fagus Sylvatica,Private,Single tree,0,.00,.00,0,Beech
-1.122365703091258,53.965382008581763,28430,CYC106-T36,"Boroughbridge Road,, York",False Acacia,Robinia Pseudoacacia,Private,Single tree,0,.00,.00,0,Robina
-1.106944437085812,53.97647777093745,28431,46/67-T23,"Shipton Road, Clifton",Sycamore,Acer Pseudoplatanus,Private,Single tree,0,.00,.00,0,Sycamore
-0.966545789427442,53.894467006354908,28432,1/1988-T23,"Main Street/Back Lane South, Wheldrake",Sycamore,Acer Pseudoplatanus,Private,Single tree,0,.00,.00,0,Sycamore
-1.111750197164231,53.979237079777285,28433,46/67-T56,"Shipton Road, Clifton",Horse Chestnut,Aesculus Hippocastanum,Private,Single tree,0,.00,.00,0,Horse Chestnut
-1.118717021539222,53.986578502909978,28434,1982/45-T20,"Manor Lane, Rawcliffe",Lime,Tilia X Europaea,Private,Single tree,0,.00,.00,0,Lime
-1.137051087059986,53.943001626710519,28435,U01587,"Foresters Walk, York",Sycamore,Acer Pseudoplatanus,Highways,Single tree,0,17.00,22.00,0,19
-1.071325946937275,53.986608173189929,28436,1982/39-T12,"Haxby Road/Juniper Close, New Earswick",Ash,Fraxinus Excelsior,Private,Single tree,0,.00,.00,0,Ash
-1.071032241070623,53.987468856201204,28437,1982/39-T1,"Haxby Road/Juniper Close, New Earswick",Lime,Tilia X Europaea,Private,Single tree,0,.00,.00,0,Lime
-1.041606931936188,53.957654552893025,28438,96/1987-T4,"59-65 Osbaldwick Lane, Osbaldwick",Silver Birch,Betula Pendula,Private,Single tree,0,.00,.00,0,Birch
-1.096090343701499,53.951667581711845,28439,CYC130-T1,"1,3,4,5,6 & 7  Driffield Terrace",Lime,Tilia X Europaea,Private,Single tree,0,.00,.00,0,Lime
-1.08885372288214,53.942622697614759,28440, ,Racecourse overflow field off Campleshon Road,Lombardy Poplar,Populus Nigra 'italica',Private,Single tree,0,3.00,24.00,70,Adjacent track edge
-1.056553336421403,53.974133080495314,28441,CYC222-T1,"Straylands Grove, York",Silver Birch,Betula Pendula,Private,Single tree,0,.00,.00,0,Silver Birch
-1.139137575058263,53.915685698923369,28442,cyc40-T2,"5 Low Green, Copmanthorpe",Pine,Pinus Spp,Private,Single tree,0,.00,.00,0,Pine
-1.126841170388454,53.969342843130299,28443,TPO23-T5,"33 Millgates, Acomb YO2  6AT",Hawthorn,Crataegus Monogyna,Private,Single tree,0,.00,.00,0,Hawthorn
-1.05701273359917,53.974046795283648,28444,CYC222-T3,"Straylands Grove, York",Horse Chestnut,Aesculus Hippocastanum,Private,Single tree,0,.00,.00,0,Horse Chestnut
-1.18000779499251,53.924942863496057,28445,3/1975-T79,Askham Richard,Beech,Fagus Sylvatica,Private,Single tree,0,.00,.00,0,Beech
-1.088680796562004,53.886071497936747,28446,cyc46-T18,"Bell Hall, Naburn",Lime,Tilia X Europaea,Private,Single tree,0,.00,.00,0,Lime
-1.088855581438289,53.942446524485575,28447, ,Racecourse overflow field off Campleshon Road,Lombardy Poplar,Populus Nigra 'italica',Private,Single tree,0,3.00,24.00,70,Adjacent track edge
-1.130420277653422,53.951947948401212,28448,CYC138-T11,"Westfield Farm  Askham Lane, York",Silver Birch,Betula Pendula,Private,Single tree,0,.00,.00,0,Silver Birch
-1.117286380941003,53.98715229239312,28449,1982/45-T14,"Manor Lane, Rawcliffe",Ash,Fraxinus Excelsior,Private,Single tree,0,.00,.00,0,Ash
-1.141377656621465,53.911890338136992,28450,2/1972-T11,"9 Station Road/25 Main Street, Copmanthorpe",Ash,Fraxinus Excelsior,Private,Single tree,0,.00,.00,0,Ash
-1.122634785823203,53.965635668131874,28451,CYC106-T47,"Boroughbridge Road,, York",Cherry,Cherry,Private,Single tree,0,.00,.00,0,Cherry
-1.132083685166272,53.921010434249936,28452,2/1972-T27,"9 Station Road/25 Main Street, Copmanthorpe",Oak,Quercus robur,Private,Single tree,0,.00,.00,0,Oak
-1.067505083549853,53.937776589573929,28453,TPO27-T2,"61 Heslington Lane, Alfreda Guest House",Beech,Fagus Sylvatica,Private,Single tree,0,.00,.00,0,Beech
-1.116009338290213,53.955977761292488,28454,CYC131-T15,"Acomb Road, Acomb, York,",Oak,Quercus robur,Private,Single tree,0,.00,.00,0,Oak
-1.070377285837101,53.980578142840066,28455,185A/1993-T24,"Bio Rad Works, Haxby Road, New Earswick,",Lime,Tilia X Europaea,Private,Single tree,0,.00,.00,0,Lime
-1.072657745022431,53.945187591076248,28456,TPO33-T19,Hospital Fields Road,Lime,Tilia X Europaea,Private,Single tree,0,.00,.00,0,Lime
-1.133589510632851,53.93874787071325,28457,TPO26-T6,"South of Walker Drive, Foxwood", , ,Private,Single tree,0,.00,.00,0, 
-1.034331482500372,54.030342392630331,28458,1977/5-T3,"Ox Carr Lane, Strensall",Oak,Quercus robur,Private,Single tree,0,.00,.00,0,Oak
-1.130959431670544,53.938477175630432,28459,TPO26-T44,"South of Walker Drive, Foxwood",Oak,Quercus robur,Private,Single tree,0,.00,.00,0,Oak
-1.089807974998065,53.886017125088053,28460,cyc46-T41,"Bell Hall, Naburn",Lime,Tilia X Europaea,Private,Single tree,0,.00,.00,0,Lime
-1.10211783016483,53.953438693485822,28461,TPO31-T2,Hamilton Drive East,Beech,Fagus Sylvatica,Private,Single tree,0,.00,.00,0,Beech
-1.052724726703136,53.98628878704362,28462,100/1987-T1,Old Asda Filling Station Site Now Range Superstore,Poplar,Populus,Private,Single tree,0,.00,.00,0,Poplar
-1.155137847278542,53.984247976473291,28463,1/1970-T8,Nether & Upper Poppleton,Oak,Quercus robur,Private,Single tree,0,.00,.00,0,Oak
-1.131277797506641,53.970813252539763,28464,CYC283-T28,"Manor School (old site) Low Poppleton Lane, York",Various,Various,Private,Single tree,0,.00,.00,0,Horse Chestnut Died
-0.962503444691021,53.966687851733482,28465,12/1990-T1,"Hagg Farm, Intake Lane, Dunnington,",Beech,Fagus Sylvatica,Private,Single tree,0,.00,.00,0,Beech
-1.043954827430924,53.945636766350162,28466,CYC116-T2,"4 Main Street, Heslington, York,",Lime,Tilia X Europaea,Private,Single tree,0,.00,.00,0,Lime
-1.065631464565373,53.995696951936104,28467,186A/1994-T74,"Playing Field, New Earswick",Hawthorn,Crataegus Monogyna,Private,Single tree,0,.00,.00,0,Hawthorn
-1.182527635246345,53.924155427059674,28468,CYC323-T1,"Parish Council, Village Green, Askham Richard, Yor",Willow,Salix,Private,Single tree,0,.00,.00,0,Willow
-1.071537212682904,53.9748189804532,28469,TPO30-T4,Yearsley Bridge Hospital,Lime,Tilia X Europaea,Private,Single tree,0,.00,.00,0,Lime
-1.02677052451903,53.955279000015203,28470,181/1992-T3,"Bedale Avenue, Murton", , ,Private,Single tree,0,.00,.00,0, 
-1.180759671608961,53.920768060203407,28471,3/1975-T69,Askham Richard,Ash,Fraxinus Excelsior,Private,Single tree,0,.00,.00,0,Ash
-0.935913355382173,53.917059254200716,28472,1/1987-T4,"The Grange, Church Lane, Elvington,",Oak,Quercus robur,Private,Single tree,0,.00,.00,0,Oak
-0.977824423309024,53.967349533181157,28473,4/1982-T2,"Garden Flats Lane / Eastfield Lane, Dunnington",Poplar,Populus,Private,Single tree,0,.00,.00,0,Poplar
-1.098680615439046,53.967238207257857,28474,TPO47-T46,"St Hilda's Garth, Ousecliffe Gardens, Clifton,",Hornbeam,Carpinus Betulus,Private,Single tree,0,.00,.00,0,Hornbeam
-1.073301896816007,53.945686965474835,28475,TPO33-T3,Hospital Fields Road,Variegated Sycamore,Acer Pseudoplatanus 'leopoldii',Private,Single tree,0,.00,.00,0,Variegated Sycamore
-1.01671851709368,53.998354065282626,28476,112/1987-T4,"Crossways, Huntington",Oak,Quercus robur,Private,Single tree,0,.00,.00,0,Oak
-1.096311479677607,53.974564504557449,28477,162/1991-T1,"56 Fairway, Clifton, York, YO30 5QA,",Oak,Quercus robur,Private,Single tree,0,.00,.00,0,Oak
-1.066148843801465,53.99643807772803,28478,186A/1994-T27,"Playing Field, New Earswick",Beech,Fagus Sylvatica,Private,Single tree,0,.00,.00,0,Beech
-1.046366364305987,53.944127775532259,28479,17/1988-T4,"Boss Lane, Heslington",Ash,Fraxinus Excelsior,Private,Single tree,0,.00,.00,0,Ash
-1.045704969834139,53.945066386357716,28480,CYC154-T1,"1 Hall Park, Heslington, York,",Beech,Fagus Sylvatica,Private,Single tree,0,.00,.00,0,Beech
-1.129673677700278,53.93979744686569,28481,U00041,Bellwood Drive Field,Oak,Quercus robur,Housing,Single tree,0,.00,15.00,0,30
-1.103630830083626,53.951822961535271,28482,TPO39-T16,"Hamilton Drive East (2), (Persimmon Si",Ash,Fraxinus Excelsior,Private,Single tree,0,.00,.00,0,Ash
-1.08901190952834,54.018379261668393,28483,U03468,"Mill Lane, Wigginton, York",Copper Beech,Fagus Sylvatica 'purpurea',Highways,Single tree,0,16.00,17.00,0,20a
-1.000987279809845,53.994574754115682,28484,111/1988-T2,"58 &74 The Village, Stockton on Forest",Oak,Quercus robur,Private,Single tree,0,.00,.00,0,Oak
-1.186705226350933,53.925141219118615,28485,3/1975-T27,Askham Richard,Ash,Fraxinus Excelsior,Private,Single tree,0,.00,.00,0,Ash
-1.127246987788746,53.943714825342596,28486,U01518,"Thornwood Covert, York",Norway Maple,Acer Platanoides,Highways,Single tree,0,5.00,7.00,0,2
-1.184009543218098,53.922794756497396,28487,3/1975-T44,Askham Richard,Ash,Fraxinus Excelsior,Private,Single tree,0,.00,.00,0,Ash
-1.106318199963344,53.921336359871447,28488,7/1991-T8,"9/10 Newlands Road, Bishopthorpe",Oak,Quercus robur,Private,Single tree,0,.00,.00,0,Oak
-1.076911131056908,53.9388829976848,28489,4/1980-T3,"St Oswalds Road, Fulford",Ash,Fraxinus Excelsior,Private,Single tree,0,.00,.00,0,Ash
-1.139293770563908,53.916235156437892,28490,cyc40-T7,"5 Low Green, Copmanthorpe",Plum,Prunus Cerasifera,Private,Single tree,0,.00,.00,0,Plum
-1.140152262156443,53.986329266808369,28491,1/1970-T61,Nether & Upper Poppleton,English Elm,Ulmus procera,Private,Single tree,0,.00,.00,0,Elm
-1.137600451282306,53.943936034457437,28492,U00598,"Otterwood Lane, York",Oak,Quercus robur,Highways,Single tree,0,2.00,3.00,0,12
-1.141074669149169,53.987459492722721,28493,1/1970-T72,Nether & Upper Poppleton,Beech,Fagus Sylvatica,Private,Single tree,0,.00,.00,0,Beech
-1.094385139982377,53.967062083079966,28494,TPO14-T8,"The Avenue, Clifton",Beech,Fagus Sylvatica,Private,Single tree,0,.00,.00,0,Beech
-1.132597479579456,53.999767523644344,28495,cyc42-T4,"Land at St. Giles Road, Skelton",Apple,Malus Domestica,Private,Single tree,0,.00,.00,0,Apple
-1.083844641292369,54.020134567475338,28496,cyc17-T3,Land at Hambleton View adjacent to No. 9 Canterbur,Horse Chestnut,Aesculus Hippocastanum,Private,Single tree,0,.00,.00,0,Chestnut
-0.934944622292345,53.917428217008826,28497,1/1987-T1,"The Grange, Church Lane, Elvington,",Oak,Quercus robur,Private,Single tree,0,.00,.00,0,Oak
-1.065596010190216,53.994555062462133,28498,186A/1994-T96,"Playing Field, New Earswick",Hawthorn,Crataegus Monogyna,Private,Single tree,0,.00,.00,0,Hawthorn
-1.138687351299368,53.918325279050933,28499,2/1972-T43,"9 Station Road/25 Main Street, Copmanthorpe",Oak,Quercus robur,Private,Single tree,0,.00,.00,0,Oak
-1.102237240245012,53.952846304059399,28500,TPO39-T3,"Hamilton Drive East (2), (Persimmon Si",Maple,Acer Platanoides,Private,Single tree,0,.00,.00,0,Marple
-1.087438139517169,53.965436427698776,28501,TPO57-T7,South Scarbrough Railway Line,Lime,Tilia X Europaea,Private,Single tree,0,.00,.00,0,Lime
-1.130980668124945,53.971170666862569,28502,CYC283-T36,"Manor School (old site) Low Poppleton Lane, York",Lime,Tilia X Europaea,Private,Single tree,0,.00,.00,0,Lime
-0.931860838086592,53.919522303313109,28503,CYC110-T6,"Brook House, Main Street, Elvington, York",Willow,Salix,Private,Single tree,0,.00,.00,0,Willow
-1.121311447756689,53.988682960078208,28504,1981/25-T2,"Ings Lane Farm, Rawcliffe",Horse Chestnut,Aesculus Hippocastanum,Private,Single tree,0,.00,.00,0,Horse Chestnut
-1.018072528639052,54.043885866009845,28505,CYC285-T24,"Fields West of Cow Slip Hill, Strenshall, York",Oak,Quercus robur,Private,Single tree,0,.00,.00,0,Oak
-0.933260986642577,53.918959433553177,28506,8/1987-T8,"Grounds of The Old Rectory, Church Lane, Elvingt",Sycamore,Acer Pseudoplatanus,Private,Single tree,0,.00,.00,0,Sycamore
-1.043492277597355,53.951447279918654,28507, ,"Windmill Lane, York",Cherry Kanzan,Prunus Kanzan,Highways,Single tree,0,4.00,.00,25,27 - 27b Windmill Lane
-1.067518845096191,53.984286474222401,28508,1971/65A-T4,Huntington Road,Sycamore,Acer Pseudoplatanus,Private,Single tree,0,.00,.00,0,Sycamore
-1.131718684143116,53.939375645354495,28509,U00950,Greenwood Grove,Oak,Quercus robur,Housing,Single tree,0,14.00,13.00,0, 
-1.103782821154023,53.951842073746981,28510,TPO39-T15,"Hamilton Drive East (2), (Persimmon Si",Ash,Fraxinus Excelsior,Private,Single tree,0,.00,.00,0,Ash
-1.156267539988669,53.978362340246633,28511,2/1991-T6,"Willow Croft, Westfield Lane, Upper Poppleton,",Beech,Fagus Sylvatica,Private,Single tree,0,.00,.00,0,Beech
-1.131656599763365,53.998789915136477,28512,1973/107-T6,"The Vale, Skelton Village",Sycamore,Acer Pseudoplatanus,Private,Single tree,0,.00,.00,0,Sycamore
-1.089664358600216,53.968914121730876,28513,TPO25-T13,"Burton Croft, (Burton Stone Lane) York",Sycamore,Acer Pseudoplatanus,Private,Single tree,0,.00,.00,0,Sycamore
-1.084271473459282,54.018771485895179,28514,1978/13-T13,"33 The Village, Wigginton",Holly,Ilex Aquifolium,Private,Single tree,0,.00,.00,0,Holly
-1.063906893206679,53.990964260999604,28515,180/1992-T44,"Mill Lodge, Huntington",Lime,Tilia X Europaea,Private,Single tree,0,.00,.00,0,Lime
-1.102799930209065,53.945092893485082,28516,CYC64-T3,"292 Tadcaster Road, , York,",Holly,Ilex Aquifolium,Private,Single tree,0,.00,.00,0,Holly
-1.136123089802576,53.946640578176087,28517,cyc14-T3,"137, 145, 149 Askam Lane",Yew,Taxus Baccata,Private,Single tree,0,.00,.00,0,Yew
-1.072765528776704,53.938266771589156,28518,CYC158-T15,"Connaught Court, St Oswald’s Road, Fulford, York",Lime,Tilia X Europaea,Private,Single tree,0,.00,.00,0,Lime
-1.076222669840401,53.965262538754331,28519,U04530,"Penleys Grove Street, York",Lime,Tilia X Europaea,Private,Single tree,0,9.00,17.00,0,Grove House 40-48
-1.069069570072443,53.936010847560844,28520,CYC377-T2,Holgate Road TPO CYC379,Common Lime,Tilia X Europaea,Private,Single tree,0,.00,.00,0,34 School Lane
-1.099548062204421,53.968017773663156,28521,TPO47-T53,"St Hilda's Garth, Ousecliffe Gardens, Clifton,",Sycamore,Acer Pseudoplatanus,Private,Single tree,0,.00,.00,0,Sycamore
-1.143017362609811,53.987931801950971,28522,cyc57-T1,"16 Poppleton Hall Gardens, Nether Poppleton",Silver Birch,Betula Pendula,Private,Single tree,0,.00,.00,0,Silver Birch
-1.148030907745205,53.988165205561373,28523,CYC117-T5,"Saxdan Lodge,, Main Street,, Nether Poppleton, Yor",Sycamore,Acer Pseudoplatanus,Private,Single tree,0,.00,.00,0,Sycamore
-1.129944906027773,53.968924892408076,28524,CYC283-T6,"Manor School (old site) Low Poppleton Lane, York",Horse Chestnut,Aesculus Hippocastanum,Private,Single tree,0,.00,.00,0,Horse Chestnut
-1.07210603813667,53.981706152062117,28525,185A/1993-T45,"Bio Rad Works, Haxby Road, New Earswick,",Silver Birch,Betula Pendula,Private,Single tree,0,.00,.00,0,Birch
-1.098397380749358,53.930717751666428,28526,U10684,"Dringthorpe Road, York",Sycamore,Acer Pseudoplatanus,Highways,Single tree,0,5.00,10.00,35,129
-1.090926313425262,53.921425066633617,28527,8/1983-T2,"The White House, Bishopthorpe",Yew,Taxus Baccata,Private,Single tree,0,.00,.00,0,Taxus
-1.13274797725957,53.999867488890764,28528,cyc38-T2,"Land at St Giles Road, Skelton",Ash,Fraxinus Excelsior,Private,Single tree,0,.00,.00,0,Ash
-1.115406428546193,53.955658704892706,28529,CYC131-T19,"Acomb Road, Acomb, York,",Horse Chestnut,Aesculus Hippocastanum,Private,Single tree,0,.00,.00,0,Horse Chesnut
-1.111864933729697,53.930094468413991,28530,TPO40-T14,"Chessingham Gardens, Tadcaster Road",Lime,Tilia X Europaea,Private,Single tree,0,.00,.00,0,Lime
-0.931251604458922,53.919525872056568,28531,4/1975-T3,"Dromey, Wormald A&G Simpson, Haxby,",Hornbeam,Carpinus Betulus,Private,Single tree,0,.00,.00,0,Hornbeam
-0.970592409949617,53.894537730127468,28532,1/1986-T1,"6 North Lane, Wheldrake",Walnut,Juglans Nigra,Private,Single tree,0,.00,.00,0,Walnut
-1.030036108273971,53.951170389622177,28533,CYC133-T1,"39 Deramore Drive, Lowmill Close, York,",Sycamore,Acer Pseudoplatanus,Private,Single tree,0,.00,.00,0,Sycamore
-1.045238906524118,53.988812840780476,28534,CYC274-T23,"Monks Cross, York",Oak,Quercus robur,Private,Single tree,0,.00,.00,0,Oak
-1.06173922858428,54.014777401879172,28535,139B/1990-T5,"The Landings, Landing Lane Haxby York YO32 2NB",Oak,Quercus robur,Private,Single tree,0,.00,.00,0,Oak
-1.063404593396721,53.990915402240034,28536,180/1992-T38,"Mill Lodge, Huntington",Horse Chestnut,Aesculus Hippocastanum,Private,Single tree,0,.00,.00,0,Horse Chestnut
-1.12784816353208,53.910543700549596,28537,7/1994-T1,"Ashlea, 11 Temple Garth, Copmanthorpe,",Sycamore,Acer Pseudoplatanus,Private,Single tree,0,.00,.00,0,Sycamore
-1.088873263755192,53.942907621913243,28538, ,Racecourse overflow field off Campleshon Road,Lombardy Poplar,Populus Nigra 'italica',Private,Single tree,0,3.00,24.00,70,Adjacent track edge
-1.048764506581344,53.944097169899678,28539,CYC342-T1,"Siward House, Main Street, Heslington, York YO10 5",Lime,Tilia X Europaea,Private,Single tree,0,.00,.00,0,Lime
-1.0656794977585,54.013990085192155,28540,197/1993-T2,"Between 44 & 45 Calf Close, Haxby",Oak,Quercus robur,Private,Single tree,0,.00,.00,0,Oak
-1.046180721856779,53.940242976646751,28541,CYC94-T3,"Garrowby Way, Heslington, York,",Oak,Quercus robur,Private,Single tree,0,.00,.00,0,Oak
-1.072119302957163,53.937866258057184,28542,3/1977-T6,"2 Fulford Park, Fulford",Lime,Tilia X Europaea,Private,Single tree,0,.00,.00,0,Lime
-1.105406768784854,53.902115298363853,28543,10/1988-T8,"Darling Lane/Mill Lane, Acaster Malbis",Holly,Ilex Aquifolium,Private,Single tree,0,.00,.00,0,Holly
-1.09896255492818,53.966889746918838,28544,TPO47-T37,"St Hilda's Garth, Ousecliffe Gardens, Clifton,",Sycamore,Acer Pseudoplatanus,Private,Single tree,0,.00,.00,0,Sycamore
-1.018456865820518,54.044428346691454,28545,CYC285-T27,"Fields West of Cow Slip Hill, Strenshall, York",Oak,Quercus robur,Private,Single tree,0,.00,.00,0,Oak
-1.083338420852733,54.017469953962753,28546,1985/81-T1,"Church Lane, Wigginton",Oak,Quercus robur,Private,Single tree,0,.00,.00,0,Oak
-1.035441395773832,54.037841969004305,28547,CYC107-T2,"2 Princess Road,, Strensall, York",Sycamore,Acer Pseudoplatanus,Private,Single tree,0,.00,.00,0,Sycamore
-1.089195331163475,54.018367886953484,28548,1970/68-T4,"Mill Lane, Wigginton",Copper Beech,Fagus Sylvatica 'purpurea',Private,Single tree,0,.00,.00,0,Copper Beech
-1.157800315371335,53.928816309212614,28549,3/1987-T6,"The Old Vicarage, Main Street, Askham Bryan,",Beech,Fagus Sylvatica,Private,Single tree,0,.00,.00,0,Beech
-1.072377642399748,53.981150924671795,28550,185A/1993-T37,"Bio Rad Works, Haxby Road, New Earswick,",Silver Birch,Betula Pendula,Private,Single tree,0,.00,.00,0,Birch
-0.930915733740601,53.919558839610332,28551,4/1975-T7,"Dromey, Wormald A&G Simpson, Haxby,",Wild Cherry,Prunus Avium,Private,Single tree,0,.00,.00,0,Wild Cherry
-1.04065441724564,53.98785045429269,28552,CYC274-T9,"Monks Cross, York",Oak,Quercus robur,Private,Single tree,0,.00,.00,0,Oak
-1.044135218972544,53.941745888032216,28553,17/1988-T16,"Boss Lane, Heslington",Oak,Quercus robur,Private,Single tree,0,.00,.00,0,Oak
-1.108569160728803,53.933667597638667,28554,CYC290-T2,College Court (old York Tech College),Beech,Fagus Sylvatica,Private,Single tree,0,.00,.00,0,Beech
-1.091494196152851,53.970303303746149,28555,TPO48-T4,"57/59 Abbey Street, Clifton",Silver Birch,Betula Pendula,Private,Single tree,0,.00,.00,0,Birch
-1.072292526117994,53.934865214631621,28556,CYC58-T1,16 Fenwicks Lane Fulford York,Corsican Pine,Pinus Nigra,Private,Single tree,0,.00,.00,0,Austrian Pine
-1.089112838105379,53.962743412589951,28557,TPO15-T4,St Mary's Lane,Ash,Fraxinus Excelsior,Private,Single tree,0,.00,.00,0,Ash
-0.965396260005384,53.895409972588944,28558,1/1988-T22,"Main Street/Back Lane South, Wheldrake",Lime,Tilia X Europaea,Private,Single tree,0,.00,.00,0,Lime
-1.080483401683602,53.953104258337355,28559,CYC271-T19,"1-5 Cherry Hill House, Cherry Hill Lane",Acer,Acer,Private,Single tree,0,.00,.00,0,Acer
-1.072458112932431,53.95761803581096,28560,CYC272-T5,"Car Park Area, Rowntree Wharf, Navigation Road",Weeping Beech,Fagus Sylvatica Pendula,Private,Single tree,0,.00,.00,0,Weeping Beech
-1.075608260477499,53.936481861083351,28561,3/1977-T31,"2 Fulford Park, Fulford",Sycamore,Acer Pseudoplatanus,Private,Single tree,0,.00,.00,0,Sycamore
-1.111496043054655,53.932401949933556,28562,CYC149-T2,"187 Tadcaster Road, Dringhouses, York",Sycamore,Acer Pseudoplatanus,Private,Single tree,0,.00,.00,0,Sycamore
-1.096349884685246,53.950941415092423,28563,CYC130-T9,"1,3,4,5,6 & 7  Driffield Terrace",Beech,Fagus Sylvatica,Private,Single tree,0,.00,.00,0,Beech
-1.032032852870621,54.031396394779819,28564,131/1989-T3,"Oak Tree Close/Way, Strensall YO3  5TE",Oak,Quercus robur,Private,Single tree,0,.00,.00,0,Oak
-1.067606125583187,53.98447592250745,28565,1971/65A-T3,Huntington Road,English Elm,Ulmus procera,Private,Single tree,0,.00,.00,0,Elm- Felled
-1.054748804853499,53.996591669638711,28566,176/1992-T3,"22 North Moor Gardens, Huntington YO3  9YH",Silver Birch,Betula Pendula,Private,Single tree,0,.00,.00,0,Birch
-1.049496674964073,53.972648197127192,28567,TPO62-T24,Stockton Lane/Greenfield Park Drive,Tulip Tree,Liriodendron Tulipifera,Private,Single tree,0,.00,.00,0,Tuliptree
-0.948994999835501,53.926109815797133,28568,CYC171-T8,"6 Algarth Terrace, York Road, Elvington",Pine,Pinus Spp,Private,Single tree,0,.00,.00,0,Pine
-0.948967705858193,53.925983726966038,28569,CYC171-T9,"6 Algarth Terrace, York Road, Elvington",Poplar,Populus,Private,Single tree,0,.00,.00,0,Poplar
-1.145039301760748,53.988260818780944,28570,14/1996-T7,"Crosby Homes (Yorkshire) Ltd, Harewood Y, Harewood",Sycamore,Acer Pseudoplatanus,Private,Single tree,0,.00,.00,0,Sycamore
-1.088874848339533,53.942897835765784,28571, ,Racecourse overflow field off Campleshon Road,Lombardy Poplar,Populus Nigra 'italica',Private,Single tree,0,3.00,24.00,70,Adjacent track edge
-1.110060521505507,53.933560000353594,28572,CYC290-T6,College Court (old York Tech College),Silver Birch,Betula Pendula,Private,Single tree,0,.00,.00,0,Birch
-1.108057021819098,53.938659869113934,28573,TPO50-T6,Tadcaster Road/St Helen's Road,Lime,Tilia X Europaea,Private,Single tree,0,.00,.00,0,Lime
-1.05599397503995,53.950981650456633,28574,TPO52-T3,"Hillcroft, Garrow Hill (University Roa",Lime,Tilia X Europaea,Private,Single tree,0,.00,.00,0,Lime
-1.093504000729139,53.980869699587792,28575,149/1990-T2,"Water Lane, Clifton",Ash,Fraxinus Excelsior,Private,Single tree,0,.00,.00,0,Ash
